Bolagsnamn,Org.nr,Besöksadress,Postnr,Ort,Kommun,Omsättning (Mkr),Omsättningsår,Anställda,Grundat,Hemsida,Mejl,Status
Oskars bemanning AB,5595046862,"c/o Flood Herslow Holme Advokatbyrå AB, Box 7615",103 94,Stockholm,Stockholm,,,0,2024,,,Ny kandidat
Orient Konsult AB,5592819584,Hjällbybacken 20,163 70,Spånga,Stockholm,0,2024,0,2020,,,Ny kandidat
OY DORATONE AB,5020632757,Kungsholmstorg 13 a 6tr,112 21,Stockholm,Stockholm,,,0,2005,,,Ny kandidat
OS02 Måleri & Fastighetsservice AB,5569636078,Zinkens Väg 59,117 41,Stockholm,Stockholm,0,2025,1,2014,,,Ny kandidat
Nordvan AB,5595799098,Olshammarsgatan 17,124 75,Bandhagen,Stockholm,,,1-4,2026,,,Ny kandidat
Nursehouse Consulting AB,5569094823,Gyllenstiernsgatan 14,115 26,Stockholm,Stockholm,0,2025,0,2012,,,Ny kandidat
Nova Nexus Bemanning AB,5595758565,Sotingeplan 30,163 61,Spånga,Stockholm,,,1-4,2026,,,Ny kandidat
Nothing to see here AB,5595786483,Pär Lagerkvists Gata 2,112 15,Stockholm,Stockholm,,,1-4,2026,,,Ny kandidat
Nordiqe AB,5593145377,Trondheimsgatan 5 Lgh 1105,164 32,Kista,Stockholm,0,2025,0,2021,,,Ny kandidat
Nordic Sales Development AB,5593403727,Kaggeholmsvägen 29,122 60,Enskede,Stockholm,0,2024,0,2021,,,Ny kandidat
NordFönster & Dörr Service AB,5595759811,Vita Liljans Väg 81 Lgh 1202,127 60,Skärholmen,Stockholm,,,0,2026,,,Ny kandidat
Nord Vess AB,5595763268,Krossgatan 25,162 50,Vällingby,Stockholm,,,10-19,2026,,,Ny kandidat
Nexgen Solutions AB,5590779913,Surbrunnsgatan 34 a Lgh 1301,113 48,Stockholm,Stockholm,0,2025,0,2016,,,Ny kandidat
Nepo Bemanning AB,5595623900,"c/o Riskornet AB, Box 7438",103 91,Stockholm,Stockholm,,,5-9,2025,,,Ny kandidat
NaMi Personaluthyrning AB,5592650260,Helgestavägen 72,125 41,Älvsjö,Stockholm,0,2025,0,2020,,,Ny kandidat
NPP Holding AB,5595547067,Bergsundsgatan 5,117 37,Stockholm,Stockholm,,,0,2025,,,Ny kandidat
N&J entreprenad AB,5595851444,Skäftingebacken 30 Lgh 1203,163 67,Spånga,Stockholm,,,1-4,2026,,,Ny kandidat
Mykos Rental AB,5592709249,Stensätravägen 9,127 39,Skärholmen,Stockholm,0,2025,0,2020,,,Ny kandidat
Mycket & Mera AMA AB,5590821681,Arkitektvägen 36,168 32,Bromma,Stockholm,0,2024,0,2016,,,Ny kandidat
Momental AB,5592789282,Norrtullsgatan 30 Lgh 1503,113 45,Stockholm,Stockholm,0,2025,0,2020,,,Ny kandidat
Meduration AB,5590193131,Ringvägen 50 b,118 67,Stockholm,Stockholm,0,2024,0,2015,,,Ny kandidat
Medrelief Sverige AB,5591052526,Oslogatan 26,164 31,Kista,Stockholm,0,2024,0,2017,,,Ny kandidat
Medcura Holding AB,5569588741,Sturegatan 56,114 36,Stockholm,Stockholm,0,2024,0,2014,,,Ny kandidat
MedTalent AB,5568497605,Grev Turegatan 8 b,114 46,Stockholm,Stockholm,0,2025,0,2011,,,Ny kandidat
Mayo Enterprises AB,5594123456,Nekvägen 29 Lgh 1008,163 57,Spånga,Stockholm,0,2023,0,2022,,,Ny kandidat
Mildén Maskin och Entreprenad AB,5595808675,Halmstadsvägen 55,121 53,Johanneshov,Stockholm,,,1-4,2026,,,Ny kandidat
Mercil Group AB,5595198978,Drakenbergsgatan 55,117 41,Stockholm,Stockholm,,,0,2025,,,Ny kandidat
Manymore AB,5593981599,Postfack 2177,116 74,Stockholm,Stockholm,0,2025,0,2022,,,Ny kandidat
Mandem AB,5592033087,Lilla Bantorget 1,111 23,Stockholm,Stockholm,0,2024,0,2019,,,Ny kandidat
Mamsen Barnmorskemottagning AB,5592700164,Nordkapsgatan 11,164 36,Kista,Stockholm,0,2025,0,2020,,,Ny kandidat
Maandag Nordic AB,5594825522,Birger Jarlsgatan 57,113 56,Stockholm,Stockholm,0,2024,3,2024,,,Ny kandidat
MM.O Service AB,5592343072,"c/o Wåhlin Advokater AB, Nybrogatan 39",114 39,Stockholm,Stockholm,0,2023,0,2019,,,Ny kandidat
MA Linked AB,5595812032,Murarvägen 12,168 33,Bromma,Stockholm,,,1-4,2026,,,Ny kandidat
M & M SKHLM Invest AB,5595064238,Bredholmsgatan 4,127 48,Skärholmen,Stockholm,0,2026,0,2024,,,Ny kandidat
Lukas Sandelin AB,5593745556,Humlegårdsgatan 19 b,114 46,Stockholm,Stockholm,0,2025,1,2022,,,Ny kandidat
Lord Nelson Holding AB,5590569439,"c/o Kristoffer Tinglöf, Wivalliusgatan 21",112 60,Stockholm,Stockholm,0,2024,0,2016,,,Ny kandidat
Logiway Bygglogistik AB,5594105040,"c/o Advokatfirman Fylgia, Box 55555",102 04,Stockholm,Stockholm,0,2024,0,2022,,,Ny kandidat
Linkio AB,5591225502,Avestagatan 14 Lgh 1301,163 50,Spånga,Stockholm,0,2025,0,2017,,,Ny kandidat
Lepastel AB,5563656726,Box 24224,104 51,Stockholm,Stockholm,0,2025,0,1989,,,Ny kandidat
Linde Ek AB,5591659981,Erstagatan 1 b,116 28,Stockholm,Stockholm,0,2026,0,2018,,,Ny kandidat
Limogroup Sweden Bemanning AB,5595568089,Ormängsgatan 49,165 56,Hässelby,Stockholm,,,0,2025,,,Ny kandidat
Libra Care AB,5591148886,Kapellgränd 3,116 25,Stockholm,Stockholm,0,2025,1-4,2017,,,Ny kandidat
Lagom AB,5593878696,Mailbox 310,111 73,Stockholm,Stockholm,0,2025,0,2022,,,Ny kandidat
LT Vårdbolag AB,5594822602,Langelandsgatan 43,164 43,Kista,Stockholm,0,2025,0,2024,,,Ny kandidat
Latino Lounge AB,5568434178,Svartviksslingan 56,168 37,Bromma,Stockholm,0,2025,0,2011,,,Ny kandidat
Larstorp Invest AB,5590908470,Sjöviksbacken 14,117 54,Stockholm,Stockholm,0,2025,0,2016,,,Ny kandidat
Kungården Aktivitet AB,5567755334,"c/o YAMAN, Inteckningsvägen 8",129 31,Hägersten,Stockholm,0,2025,1,2009,,,Ny kandidat
Kungsholmens IT AB,5595493528,Fleminggatan 22 c,112 32,Stockholm,Stockholm,,,1-4,2025,,,Ny kandidat
Kraftio AB,5594534884,Johan Skyttes Väg 203,125 34,Älvsjö,Stockholm,0,2025,0,2023,,,Ny kandidat
Key People AB,5566733548,Västra Järnvägsgatan 15 11tr,111 64,Stockholm,Stockholm,0,2024,1,2004,,,Ny kandidat
KOCKBO laget AB,5590642707,Stenhuggarvägen 22,167 54,Bromma,Stockholm,0,2025,0,2016,,,Ny kandidat
KANDA Group AB,5594403452,"c/o Quick Office, Telefonvägen 30",126 26,Hägersten,Stockholm,0,2024,0,2023,,,Ny kandidat
Joursec AB,5594406513,Bäverdammsgränd 11 Lgh 1201,124 63,Bandhagen,Stockholm,0,2025,0,2023,,,Ny kandidat
JOTK Projekt AB,5591514194,"c/o Advokatfirman Fylgia KB, Box 55555",102 04,Stockholm,Stockholm,0,2022,0,2018,,,Ny kandidat
Ivalo AB,5593359069,Sibeliusgången 20,164 77,Kista,Stockholm,0,2024,0,2021,,,Ny kandidat
Inter Resource AB,5568614902,Spånga Torg 9,163 51,Spånga,Stockholm,0,2024,1-4,2011,,,Ny kandidat
Integrationskraft för Sverige AB,5592234529,Stora Kvinns Väg 66,125 59,Älvsjö,Stockholm,0,2024,0,2019,,,Ny kandidat
Inhouse International AB,5567186225,Blasieholmsgatan 4 a,111 48,Stockholm,Stockholm,0,2025,0,2006,,,Ny kandidat
Ingvaldsson Hälso och sjukvårdstjänst AB,5591277099,Sibeliusgången 36 1 Tr,164 72,Kista,Stockholm,0,2025,1,2017,,,Ny kandidat
IEB konsult AB,5591367148,Östermalmsgatan 68 e 3tr,114 50,Stockholm,Stockholm,0,2025,0,2017,,,Ny kandidat
Hälsokontroll Sverige AB,5595452151,Saltholmsgränd 8 Lgh 1001,164 46,Kista,Stockholm,,,0,2025,,,Ny kandidat
Hägerstens Bemanning AB,5591610471,Box 8257,163 08,Spånga,Stockholm,0,2025,0,2018,,,Ny kandidat
Hug bear AB,5591084180,Hagagatan 4,113 48,Stockholm,Stockholm,0,2025,1-4,2017,,,Ny kandidat
Hotell & Restaurang Bemanning Sverige AB,5569063695,Tellusgången 19 1tr,126 26,Hägersten,Stockholm,0,2024,0,2012,,,Ny kandidat
Homazo Stockholm AB,5568977473,Flygfältsgatan 1,128 30,Skarpnäck,Stockholm,0,2015,0,2012,,,Ny kandidat
Herrskapet Event AB,5590612213,"c/o KUND-ID FSX1243, Fe 301",105 69,Stockholm,Stockholm,0,2025,0,2016,,,Ny kandidat
HeadChefs 24 AB,5594983313,Odengatan 72,113 22,Stockholm,Stockholm,,,0,2024,,,Ny kandidat
Head Agent Tech Nordics AB,5593249419,Brahegatan 10,114 37,Stockholm,Stockholm,0,2025,0,2021,,,Ny kandidat
Hasanah AB,5592775000,Ekholmsvägen 202 1tr,127 51,Skärholmen,Stockholm,0,2024,0,2020,,,Ny kandidat
Happy People in the Morning Holding AB,5566805247,Plantskolevägen 11,122 38,Enskede,Stockholm,0,2025,2,2005,,,Ny kandidat
Hansson Consulting Media Group AB,5594738550,Regeringsgatan 87,111 39,Stockholm,Stockholm,,,0,2024,,,Ny kandidat
Handan Uludag AB,5593922403,Sonja Kovalevskys Gata 11,113 65,Stockholm,Stockholm,0,2025,1-4,2022,,,Ny kandidat
HS El Kallaf All Service AB,5593373870,Skogsslingan 37,127 41,Skärholmen,Stockholm,0,2025,0,2021,,,Ny kandidat
HFH Holding AB,5569796765,Valhallavägen 155,115 31,Stockholm,Stockholm,0,2025,0,2014,,,Ny kandidat
HCRS Sweden AB,5593211021,"c/o Ahmed Fekri, Stävholmsgränd 23",127 49,Skärholmen,Stockholm,0,2025,0,2021,,,Ny kandidat
HAD Med on Call AB,5569708968,Sjöviksvägen 23,117 60,Stockholm,Stockholm,0,2025,0,2014,,,Ny kandidat
Gündüz Harman AB,5590821731,Konsumentvägen 9,125 30,Älvsjö,Stockholm,0,2025,0,2016,,,Ny kandidat
Goat Island AB,5565804225,Dalgränd 50,121 30,Enskededalen,Stockholm,0,2025,0,2000,,,Ny kandidat
GoBro Röntgen AB,5594296161,Piltgränd 7 b,163 54,Spånga,Stockholm,0,2025,0,2023,,,Ny kandidat
GlintIT AB,5595437111,Sandviksvägen 30,165 65,Hässelby,Stockholm,,,1-4,2025,,,Ny kandidat
Giggle AB,5590992433,Karlbergsvägen 9,113 27,Stockholm,Stockholm,0,2025,0,2017,,,Ny kandidat
Geo & James Consulting AB,5594282633,Gjörwellsgatan 47,112 60,Stockholm,Stockholm,0,2025,0,2023,,,Ny kandidat
Gustav Orrevad AB,5594617929,Samaritgränd 9,118 53,Stockholm,Stockholm,0,2025,0,2023,,,Ny kandidat
Grimstapojkarnas Bemanning AB,5592946882,Ormängsgatan 63 a,165 56,Hässelby,Stockholm,0,2024,0,2021,,,Ny kandidat
Gazella HR AB,5595343046,Västra Järnvägsgatan 23,111 64,Stockholm,Stockholm,0,2025,0,2025,,,Ny kandidat
GaiaMed AB,5593434938,Solberga Hagväg 7,125 44,Älvsjö,Stockholm,0,2025,0,2021,,,Ny kandidat
GSK Bemanning AB,5595647909,Konsumentvägen 9,125 30,Älvsjö,Stockholm,,,10-19,2025,,,Ny kandidat
GE Familjestöd Stockholm AB,5592677263,Jaktgatan 27,115 45,Stockholm,Stockholm,0,2025,0,2020,,,Ny kandidat
Fru Kuisma AB,5592467855,Prästgårdsgränd 13,125 44,Älvsjö,Stockholm,0,2024,0,2020,,,Ny kandidat
Fresh Consulting AB,5568853088,Klyftvägen 1,167 33,Bromma,Stockholm,0,2025,0,2012,,,Ny kandidat
Fourmitech AB,5594938291,Crn 118-Z Billo,106 46,Stockholm,Stockholm,,,0,2024,,,Ny kandidat
FlexiNova AB,5568243447,Förrådsgränd 7,162 50,Vällingby,Stockholm,0,2025,1-4,2010,,,Ny kandidat
Fleming elit Nursing AB,5593776445,"c/o Walthon Advokater, Box 5137",102 43,Stockholm,Stockholm,0,2025,0,2022,,,Ny kandidat
Finero Sverige AB,5595690198,Karlavägen 64,114 49,Stockholm,Stockholm,,,0,2026,,,Ny kandidat
Fernquist & Co AB,5569334336,Frejgatan 91,113 26,Stockholm,Stockholm,0,2025,0,2013,,,Ny kandidat
Famcare AB,5590714936,Svarvargatan 18,112 49,Stockholm,Stockholm,0,2024,0,2016,,,Ny kandidat
FSL Entreprenad AB,5595764837,Fsl Entreprenad Ab Box 426,116 74,Stockholm,Stockholm,,,1-4,2026,,,Ny kandidat
FABRI GLOBAL AB,5594216664,"c/o LINDSKOG MALMSTRÖM ADVOKATBYRÅ, Box 27707",115 91,Stockholm,Stockholm,,,0,2023,,,Ny kandidat
Etana Bemanning AB,5567581672,Vitalisvägen 3,112 55,Stockholm,Stockholm,0,2025,1-4,2008,,,Ny kandidat
Estetiska Institutet Stockholm AB,5592569874,Kungstensgatan 2,114 25,Stockholm,Stockholm,0,2025,0,2020,,,Ny kandidat
Epsilon Solutions AB,5595421560,Box 5385,102 49,Stockholm,Stockholm,,,1-4,2025,,,Ny kandidat
Enfermeras unidas AB,5594225921,"c/o Charca Torres, Vällingbyvägen 81",162 63,Vällingby,Stockholm,0,2025,0,2023,,,Ny kandidat
Embera AB,5595775312,Södermannagatan 34,116 40,Stockholm,Stockholm,,,0,2026,,,Ny kandidat
Elmi Solutions AB,5595350884,Skogängsvägen 13 b,163 49,Spånga,Stockholm,0,2025,0,2025,,,Ny kandidat
EliteStaff Connect AB,5594715764,Stångholmsbacken 65,127 40,Skärholmen,Stockholm,,,0,2024,,,Ny kandidat
El Amrani förvaltning AB,5567949499,Bredängs Allé 4 Bv,127 32,Skärholmen,Stockholm,0,2025,1-4,2009,,,Ny kandidat
EP Utveckling AB,5595205500,Medelpadsgatan 2,162 53,Vällingby,Stockholm,,,0,2025,,,Ny kandidat
EL-Katpro AB,5595295352,"c/o ViRedo, Box 55642",102 14,Stockholm,Stockholm,0,2025,0,2025,,,Ny kandidat
EAST Management AB (publ),5590877980,Stureplan 13,111 45,Stockholm,Stockholm,0,2025,0,2016,,,Ny kandidat
E.N Creations AB,5595001420,Tångvägen 38,126 42,Hägersten,Stockholm,0,2025,1-4,2024,,,Ny kandidat
Du och Jag AB,5595731307,Smedshagsvägen 14 Lgh 1104,165 73,Hässelby,Stockholm,,,0,2026,,,Ny kandidat
Desk Doubler AB,5561706432,Kommendörsgatan 30,114 48,Stockholm,Stockholm,0,2025,0,1972,,,Ny kandidat
Dempliou AB,5595437244,Smedjevägen 1 Lgh 1001,167 32,Bromma,Stockholm,,,1-4,2025,,,Ny kandidat
Delta Bemanning AB,5595873547,Box 2910,116 74,Stockholm,Stockholm,,,1-4,2026,,,Ny kandidat
Delluna AB,5594749078,Nordmarksvägen 17 b,123 72,Farsta,Stockholm,0,2025,0,2024,,,Ny kandidat
DIN-DIN Club Holding AB,5593288482,"c/o DIN-DIN Club City AB, Mailbox 3343",112 73,Stockholm,Stockholm,0,2025,1-4,2021,,,Ny kandidat
DAMEX Bemanning AB,5592576812,Gulddragargränd 6,162 58,Vällingby,Stockholm,0,2025,0,2020,,,Ny kandidat
Competence Partner Stockholm AB,5593563785,Linnégatan 90 Nb,115 23,Stockholm,Stockholm,0,2025,0,2021,,,Ny kandidat
CareMarket Nordic Life Sciences Aktiebolag,5595685438,Upplandsgatan 6,111 23,Stockholm,Stockholm,,,0,2026,,,Ny kandidat
Care AF Forselles AB,5594136581,Beckombergavägen 220,168 61,Bromma,Stockholm,0,2025,0,2022,,,Ny kandidat
Capsensa AB,5591262570,Rorgängargatan 28,120 70,Stockholm,Stockholm,0,2025,0,2017,,,Ny kandidat
CTRL Transport AB,5594931296,Torshamnsgatan 27,164 40,Kista,Stockholm,0,2025,0,2024,,,Ny kandidat
ByggExpertise Sverige AB,5569662231,"c/o The Works Sweden AB, Medborgarplatsen 25",118 72,Stockholm,Stockholm,0,2023,0,2014,,,Ny kandidat
Bukowina Flytt AB,5595759647,Hypoteksvägen 43,129 30,Hägersten,Stockholm,,,5-9,2026,,,Ny kandidat
Boson & Bemanning AB,5568169394,Box 6282,102 34,Stockholm,Stockholm,0,2024,0,2010,,,Ny kandidat
Blå Bemanning & Rekrytering AB,5595848499,Virkesvägen 5 e,120 78,Stockholm,Stockholm,,,10-19,2026,,,Ny kandidat
Bimo el-installation och service AB,5594026725,Eksätravägen 514,127 38,Skärholmen,Stockholm,0,2025,0,2022,,,Ny kandidat
Big Swing Agency AB,5590784152,Mailbox 606,114 11,Stockholm,Stockholm,0,2025,0,2016,,,Ny kandidat
Baran Group AB,5594956996,Köpenhamnsgatan 16,164 42,Kista,Stockholm,,,0,2024,,,Ny kandidat
Aviona Care AB,5590655758,Linnégatan 77,114 60,Stockholm,Stockholm,0,2025,1-4,2016,,,Ny kandidat
Aurovia AB,5595534404,"c/o Ella Lindgren, Box 468",116 74,Stockholm,Stockholm,,,1-4,2025,,,Ny kandidat
Anna Trovik Consulting AB,5590096524,Runtunavägen 32,125 40,Älvsjö,Stockholm,0,2025,1,2015,,,Ny kandidat
Alexandra de la Cruz AB,5591027262,Finngrundsvägen 5,121 32,Enskededalen,Stockholm,0,2024,0,2017,,,Ny kandidat
Aldelia Sweden AB,5595593699,Grev Turegatan 30,114 38,Stockholm,Stockholm,,,1-4,2025,,,Ny kandidat
AlandIT AB,5590992748,Bondegatan 69,116 34,Stockholm,Stockholm,0,2024,0,2017,,,Ny kandidat
Allo Event AB,5595476549,Bjursätragatan 77,124 63,Bandhagen,Stockholm,,,1-4,2025,,,Ny kandidat
Advokatfirman Sandart AB,5566917687,Norrlandsgatan 20,111 43,Stockholm,Stockholm,0,2025,28,2005,,,Ny kandidat
Acore AB,5592473077,Flöjelgatan 8,167 65,Bromma,Stockholm,0,2025,1,2020,,,Ny kandidat
AS Tjänst AB,5595733535,Grimstagatan 72 Lgh 1102,162 56,Vällingby,Stockholm,,,0,2026,,,Ny kandidat
ALJ Group AB,5595455881,Folkungagatan 61,116 22,Stockholm,Stockholm,,,0,2025,,,Ny kandidat
AK Human Resources AB,5593997827,"c/o MARIKA VON KÜHN, AK HUMAN, Box 341 Resources Ab",116 74,Stockholm,Stockholm,0,2024,1,2022,,,Ny kandidat
AA Euro Sweden AB,5590900824,Riddargatan 12 a 5tr,114 35,Stockholm,Stockholm,0,2024,0,2016,,,Ny kandidat
Ågesta resource AB,5590013008,Vilan 19,148 95,Muskö,Haninge,0,2025,0,2015,,,Ny kandidat
Zyntra Finans AB,5595472217,Box 98,135 22,Tyresö,Tyresö,0,2025,0,2025,,,Ny kandidat
Zeus bemanning AB,5595475384,Ursviksvägen 127 c,174 46,Sundbyberg,Sundbyberg,,,0,2025,,,Ny kandidat
iConverksamheterna utveckling AB,5595467290,Lostigen 4,170 75,Solna,Solna,,,0,2025,,,Ny kandidat
Zeldar AB,5569238016,Venngarn 407,193 38,Sigtuna,Sigtuna,0,2025,0,2013,,,Ny kandidat
YoHoo AB,5591904528,Sikgatan 16 Lgh 1101,133 44,Saltsjöbaden,Nacka,0,2024,0,2019,,,Ny kandidat
YADO Holding AB,5590966338,"c/o Kullberg, Vinthundsgatan 34",174 41,Sundbyberg,Sundbyberg,0,2025,0,2017,,,Ny kandidat
Xllenta Global People AB,5595622225,Winborgs Väg 19,131 60,Nacka,Nacka,,,10-19,2025,,,Ny kandidat
Xllenta Frontdesk Services AB,5595622217,Winborgs Väg 19,131 60,Nacka,Nacka,,,20-49,2025,,,Ny kandidat
XIFAL Service Aktiebolag,5569771404,Toppstigen 5,149 51,Nynäshamn,Nynäshamn,0,2025,2,2014,,,Ny kandidat
Workforce One AB,5569640898,Snapphanevägen 104,177 54,Järfälla,Järfälla,0,2025,0,2014,,,Ny kandidat
Workforce Bemanning Sverige AB,5567009708,Neptunusvägen 6,761 64,Norrtälje,Norrtälje,0,2025,0,2006,,,Ny kandidat
Wilfred Holding AB,5569105843,Grottestigen 3,182 68,Djursholm,Danderyd,0,2025,0,2012,,,Ny kandidat
White Orkid Aktiebolag,5565996922,"c/o Företagssupport i Solna AB, Box 7018",170 07,Solna,Solna,0,2025,0,2001,,,Ny kandidat
Whamboo Game Lab AB,5569530974,Fruviks Gårds Väg 19,139 34,Värmdö,Värmdö,0,2025,0,2013,,,Ny kandidat
Wersa Medical AB,5591917629,Ebba Bååts Torg 11 Lgh 1501,141 51,Huddinge,Huddinge,0,2025,1,2019,,,Ny kandidat
Wedeko Bemanning AB,5591832208,Näckrosvägen 38 Lgh 1001,169 37,Solna,Solna,0,2025,0,2018,,,Ny kandidat
Wcare Nurse AB,5591634869,Vallavägen 127 3 Tr Lgh 0066,136 41,Handen,Haninge,0,2024,0,2018,,,Ny kandidat
Wandi Capital AB,5593602872,Sågstuvägen 1 m,141 49,Huddinge,Huddinge,0,2024,0,2022,,,Ny kandidat
Wana Holding AB,5591984785,Gustav Adolfsvägen 13,141 32,Huddinge,Huddinge,0,2025,0,2019,,,Ny kandidat
Wan Jie Restuarang i Sollentuna AB,5590298377,Bergsvägen 5 Lgh 1101,148 30,Ösmo,Nynäshamn,0,2024,0,2015,,,Ny kandidat
Vårdgruppen Stockholm AB,5594741570,Odenvägen 3,194 63,Upplands Väsby,Upplands Väsby,0,2025,0,2024,,,Ny kandidat
Väddö Consulting AB,5567258933,Videvägen 13,764 30,Väddö,Norrtälje,0,2025,1,2007,,,Ny kandidat
Valleyman Invest AB,5567875215,Blokakärrsvägen 6,762 98,Edsbro,Norrtälje,0,2025,1,2009,,,Ny kandidat
Velora AB,5595416719,Blockstensvägen 124 Lgh 1003,137 65,Jordbro,Haninge,,,1-4,2025,,,Ny kandidat
VSTM Bilservice souvenirer AB,5594041948,"c/o FEDAA ALSHIKH, Dåntorpsvägen 33 Hj",136 50,Jordbro,Haninge,0,2023,0,2022,,,Ny kandidat
V Expert AB,5594398082,Kikarvägen 8,175 46,Järfälla,Järfälla,0,2024,1-4,2023,,,Ny kandidat
Uppland's Bemanning AB,5594854761,"c/o Cristian Dobrescu, Blåviolstigen 2 c",197 34,Bro,Upplands-Bro,0,2025,0,2024,,,Ny kandidat
UB Bemanning AB,5590582176,Aspnäsvägen 10,181 43,Lidingö,Lidingö,0,2024,0,2016,,,Ny kandidat
Tvättia Bemanning AB,5595386888,Parmvägen 10 a,187 53,Täby,Täby,,,10-19,2025,,,Ny kandidat
Ulfsberger konsult AB,5594722299,Stora Benhamra 25 b,186 97,Brottby,Vallentuna,0,2026,0,2024,,,Ny kandidat
Toppnivå Service Stockholm AB,5594942210,Skogshemsvägen 8,141 41,Huddinge,Huddinge,0,2025,0,2024,,,Ny kandidat
Tongkath Konsulter AB,5593389629,Rönningevägen 55 Lgh 1001,144 64,Rönninge,Salem,0,2025,0,2021,,,Ny kandidat
The Motion Sweden AB,5568626492,Näverstigen 19,147 52,Tumba,Botkyrka,0,2025,1-4,2011,,,Ny kandidat
Termino C 15512 AB,5595416131,"c/o Citadellet Likvidationer AB, Strandgatan 7",185 32,Vaxholm,Vaxholm,,,0,2025,,,Ny kandidat
Telda Consulting AB,5594580085,Ottarvägen 14,179 75,Skå,Ekerö,0,2025,0,2023,,,Ny kandidat
Tanno Trading AB,5593193930,Knalleborgsvägen 10 a,178 35,Ekerö,Ekerö,0,2025,0,2021,,,Ny kandidat
Tandvård i Solna AB,5569969545,"c/o Ivanova, Abborrvägen 16",134 63,Ingarö,Värmdö,0,2023,0,2014,,,Ny kandidat
TT Multum in parvo AB,5569929770,"c/o U.A.D, Värmdövägen 120",131 56,Nacka,Nacka,0,2023,0,2014,,,Ny kandidat
TINLAB AB,5591705974,Antennvägen 12 b,135 48,Tyresö,Tyresö,0,2025,0,2018,,,Ny kandidat
Södertörns Entreprenad AB,5569809691,Gärdsviksvägen 11,184 95,Ljusterö,Österåker,0,2024,0,2014,,,Ny kandidat
Särnmark Rehab Aktiebolag,5565702742,Box 1393,171 27,Solna,Solna,0,2025,0,1999,,,Ny kandidat
Syster Lollo AB,5594072794,Soltorpsvägen 38,147 32,Tumba,Botkyrka,0,2025,1,2022,,,Ny kandidat
Swedtrac Bemanning AB,5591797062,Växlarevägen 25,170 63,Solna,Solna,0,2024,10-19,2018,,,Ny kandidat
Swedish E-Commerce Group AB,5594215575,Stora Björnens Gata 51,136 64,Haninge,Haninge,0,2025,0,2023,,,Ny kandidat
Sweden Ride AB,5594557554,Södra Jordbrovägen 31,137 65,Jordbro,Haninge,0,2025,1-4,2023,,,Ny kandidat
Städ Trend Services AB,5593623647,Porsvägen 384,192 48,Sollentuna,Sollentuna,0,2025,0,2022,,,Ny kandidat
Submit Yrkesbemanning AB,5568459233,Fannys Väg 3,131 54,Nacka,Nacka,0,2025,1-4,2011,,,Ny kandidat
Spengs Consulting AB,5593327892,Polluxvägen 3,141 44,Huddinge,Huddinge,0,2025,0,2021,,,Ny kandidat
Stegjärnet AB,5594818659,Tornvägen 14,183 52,Täby,Täby,0,2025,1-4,2024,,,Ny kandidat
Somerset & Partners AB,5590900048,Strandstigen 3,181 50,Lidingö,Lidingö,0,2025,0,2016,,,Ny kandidat
Socialpoolen Sverige AB,5590638150,Drottning Kristinas Esplanad 63,170 67,Solna,Solna,0,2025,0,2016,,,Ny kandidat
SmartJobb i Norden AB,5568458698,Runristarvägen 1,186 50,Vallentuna,Vallentuna,0,2025,0,2011,,,Ny kandidat
Singö Camping AB,5593615601,Ekbacksvägen 16,764 57,Grisslehamn,Norrtälje,0,2025,0,2022,,,Ny kandidat
Sindahl Holding AB,5591037121,"c/o Joakim Sindahl, Kvarnholmsvägen 86",131 31,Nacka,Nacka,0,2025,0,2017,,,Ny kandidat
Skolswishen AB,5590842547,Skäcklingevägen 265,147 55,Tumba,Botkyrka,0,2025,0,2016,,,Ny kandidat
Skarin Bemanning AB,5595321646,Algatan 14,169 32,Solna,Solna,,,1-4,2025,,,Ny kandidat
Silms AB,5566692900,Sikgatan 2,133 44,Saltsjöbaden,Nacka,0,2025,0,2004,,,Ny kandidat
Signal och Banbyggarna i Dalarna AB,5567085484,Englundavägen 7 5tr,171 41,Solna,Solna,0,2025,0,2006,,,Ny kandidat
Sharp Fitness Stockholm AB,5592712532,Knutbyvägen 19 a,761 63,Norrtälje,Norrtälje,0,2025,0,2020,,,Ny kandidat
Serverd Bygg & bemanning AB,5595571802,Ålsta Allé 2,177 72,Järfälla,Järfälla,,,0,2025,,,Ny kandidat
Selective Assignments Sweden AB,5568150824,Tranvägen 67,141 72,Segeltorp,Huddinge,0,2025,0,2010,,,Ny kandidat
Scanfos Care AB,5567372577,Kvarnvägen 14,192 51,Sollentuna,Sollentuna,0,2024,0,2007,,,Ny kandidat
Sasio AB,5594785684,Mårdvägen 40136 45 Handen,136 45,Handen,Haninge,0,2024,0,2024,,,Ny kandidat
Sara Essehorn & Fysioterapeuter AB,5592599301,Krigsstigen 8,182 73,Stocksund,Danderyd,0,2025,0,2020,,,Ny kandidat
SWEDSTAFF SVERIGE AB,5595698118,Barkarbyvägen 30 c,177 45,Järfälla,Järfälla,,,1-4,2026,,,Ny kandidat
SVEDPOL MEDIC AB,5595662262,Backluravägen 17 b,149 43,Nynäshamn,Nynäshamn,,,0,2026,,,Ny kandidat
STIGMANSLID PROJEKT & BYGGLEDNING AB,5567788079,Smärgelvägen 9 a,142 50,Skogås,Huddinge,0,2025,0,2009,,,Ny kandidat
SBMK AB,5595462176,Hägerneholmsvägen 8 c,187 60,Täby,Täby,,,1-4,2025,,,Ny kandidat
